activityName,activityCategoryName,activityStartDate [ms],activityStartDate,activityEndDate [ms],activityEndDate,activityDuration [ms],activityDuration,note
AWS AI,Emotional Work,1.74798E+12,Fri May 23 07:55:00 GMT+02:00 2025,1.74798E+12,Fri May 23 08:02:03 GMT+01:00 2025,409057,6 min,
Hygiene & Styling,Connect,1.74798E+12,Fri May 23 08:02:00 GMT+02:00 2025,1.74798E+12,Fri May 23 09:06:00 GMT+01:00 2025,3793710,1 h 3 min,
Social Dating Chances,Emotional Avoidance,1.74798E+12,Fri May 23 08:16:00 GMT+02:00 2025,1.74798E+12,Fri May 23 08:17:47 GMT+01:00 2025,60000,1 min,
Public Speaking,Relax & Wonder,1.74798E+12,Fri May 23 08:26:00 GMT+02:00 2025,1.74799E+12,Fri May 23 09:38:14 GMT+01:00 2025,4287111,1 h 11 min,
Shop/Book/Plan,Relax & Wonder,1.74798E+12,Fri May 23 08:34:00 GMT+02:00 2025,1.74798E+12,Fri May 23 08:35:09 GMT+01:00 2025,60000,1 min,
Dating ,Work,1.74798E+12,Fri May 23 08:57:00 GMT+02:00 2025,1.74799E+12,Fri May 23 10:58:26 GMT+01:00 2025,7235331,2 h 0 min,
Work Training,Active,1.74798E+12,Fri May 23 09:21:00 GMT+02:00 2025,1.748E+12,Fri May 23 12:50:18 GMT+01:00 2025,12507803,3 h 28 min,
Meditate Affir Bodyscan,Emotional Avoidance,1.74799E+12,Fri May 23 09:57:00 GMT+02:00 2025,1.74799E+12,Fri May 23 09:58:04 GMT+01:00 2025,60000,1 min,
Friends & Family,Connect,1.74799E+12,Fri May 23 11:17:00 GMT+02:00 2025,1.748E+12,Fri May 23 12:41:13 GMT+01:00 2025,5049192,1 h 24 min,
Friends & Family,Emotional Avoidance,1.74799E+12,Fri May 23 11:32:00 GMT+02:00 2025,1.74799E+12,Fri May 23 11:33:04 GMT+01:00 2025,60000,1 min,
Sleep,Sleep,1.748E+12,Fri May 23 12:16:00 GMT+02:00 2025,1.748E+12,Fri May 23 12:27:00 GMT+02:00 2025,660000,11 min,
Walk/Bike/Pack/Look,Responsibilities ,1.748E+12,Fri May 23 12:27:00 GMT+02:00 2025,1.748E+12,Fri May 23 14:26:09 GMT+01:00 2025,7144768,1 h 59 min,
Life Architecture,Active,1.74801E+12,Fri May 23 17:39:00 GMT+02:00 2025,1.74801E+12,Fri May 23 17:40:04 GMT+01:00 2025,60000,1 min,
Work Training,Connect,1.74803E+12,Fri May 23 22:00:00 GMT+02:00 2025,1.74804E+12,Fri May 23 23:21:12 GMT+01:00 2025,4827450,1 h 20 min,
Tech Config,Screen Relaxation,1.74803E+12,Fri May 23 22:24:00 GMT+02:00 2025,1.74803E+12,Fri May 23 22:25:44 GMT+01:00 2025,60000,1 min,
Sleep,Sleep,1.74803E+12,Fri May 23 22:58:00 GMT+02:00 2025,1.74806E+12,Sat May 24 07:14:00 GMT+02:00 2025,29760000,8 h 16 min,
Wonder,Connect,1.74806E+12,Sat May 24 07:14:00 GMT+02:00 2025,1.74807E+12,Sat May 24 07:47:49 GMT+01:00 2025,1984097,33 min,
Hygiene & Styling,Emotional Work,1.74807E+12,Sat May 24 07:37:00 GMT+02:00 2025,1.74807E+12,Sat May 24 07:38:31 GMT+01:00 2025,60000,1 min,
Home,Work,1.74807E+12,Sat May 24 07:49:00 GMT+02:00 2025,1.74807E+12,Sat May 24 09:33:32 GMT+01:00 2025,6240764,1 h 44 min,
Dancing,Emotional Work,1.74807E+12,Sat May 24 08:01:00 GMT+02:00 2025,1.74807E+12,Sat May 24 08:02:31 GMT+01:00 2025,60000,1 min,
Snooze,Connect,1.74807E+12,Sat May 24 08:31:00 GMT+02:00 2025,1.74807E+12,Sat May 24 09:56:54 GMT+01:00 2025,5122621,1 h 25 min,
Job Search,Active,1.74807E+12,Sat May 24 09:01:00 GMT+02:00 2025,1.74807E+12,Sat May 24 09:25:08 GMT+01:00 2025,1417084,23 min,
Coding,Emotional Avoidance,1.74807E+12,Sat May 24 10:16:00 GMT+02:00 2025,1.74808E+12,Sat May 24 10:55:58 GMT+01:00 2025,2366668,39 min,
Cooking,Screen Relaxation,1.74808E+12,Sat May 24 10:41:00 GMT+02:00 2025,1.74808E+12,Sat May 24 11:39:02 GMT+01:00 2025,3451075,57 min,
Dancing,Emotional Avoidance,1.74808E+12,Sat May 24 10:57:00 GMT+02:00 2025,1.74808E+12,Sat May 24 10:58:31 GMT+01:00 2025,60000,1 min,
Social,Active,1.74808E+12,Sat May 24 12:16:00 GMT+02:00 2025,1.74809E+12,Sat May 24 13:18:01 GMT+01:00 2025,3709995,1 h 1 min,
Guilt free Media,Connect,1.74808E+12,Sat May 24 12:20:00 GMT+02:00 2025,1.74809E+12,Sat May 24 14:53:42 GMT+01:00 2025,9168531,2 h 32 min,
Nature,Relax & Wonder,1.74809E+12,Sat May 24 13:32:00 GMT+02:00 2025,1.74809E+12,Sat May 24 13:33:53 GMT+01:00 2025,60000,1 min,
Dating ,Emotional Avoidance,1.74809E+12,Sat May 24 14:05:00 GMT+02:00 2025,1.7481E+12,Sat May 24 16:13:59 GMT+01:00 2025,7685904,2 h 8 min,
Process Emotions,Relax & Wonder,1.74809E+12,Sat May 24 14:15:00 GMT+02:00 2025,1.7481E+12,Sat May 24 16:46:29 GMT+01:00 2025,9035219,2 h 30 min,
Joy Architecture,Emotional Avoidance,1.74809E+12,Sat May 24 15:26:00 GMT+02:00 2025,1.74809E+12,Sat May 24 15:27:53 GMT+01:00 2025,60000,1 min,
Social Dating Chances,Emotional Avoidance,1.7481E+12,Sat May 24 16:22:00 GMT+02:00 2025,1.7481E+12,Sat May 24 16:23:11 GMT+01:00 2025,60000,1 min,
Needed Tech Config,Screen Relaxation,1.7481E+12,Sat May 24 16:31:00 GMT+02:00 2025,1.7481E+12,Sat May 24 17:39:43 GMT+01:00 2025,4088768,1 h 8 min,
Guilt free Media,Work,1.7481E+12,Sat May 24 17:17:00 GMT+02:00 2025,1.7481E+12,Sat May 24 17:27:11 GMT+01:00 2025,576327,9 min,
Joy Architecture,Work,1.7481E+12,Sat May 24 17:26:00 GMT+02:00 2025,1.74811E+12,Sat May 24 20:22:58 GMT+01:00 2025,10567392,2 h 56 min,
Belonging Architecture ,Responsibilities ,1.7481E+12,Sat May 24 17:47:00 GMT+02:00 2025,1.7481E+12,Sat May 24 18:36:47 GMT+01:00 2025,2983994,49 min,
Positive Reframing,Emotional Work,1.74811E+12,Sat May 24 19:02:00 GMT+02:00 2025,1.74811E+12,Sat May 24 19:03:03 GMT+01:00 2025,60000,1 min,
AWS ML Associate,Active,1.74811E+12,Sat May 24 19:38:00 GMT+02:00 2025,1.74811E+12,Sat May 24 19:39:03 GMT+01:00 2025,60000,1 min,
Distracting Media,Active,1.74812E+12,Sat May 24 22:01:00 GMT+02:00 2025,1.74812E+12,Sun May 25 00:04:22 GMT+01:00 2025,7347197,2 h 2 min,
Work Architecture ,Active,1.74812E+12,Sat May 24 22:11:00 GMT+02:00 2025,1.74812E+12,Sat May 24 22:19:33 GMT+01:00 2025,478003,7 min,
Joy Architecture,Responsibilities ,1.74812E+12,Sat May 24 22:48:00 GMT+02:00 2025,1.74812E+12,Sat May 24 23:39:14 GMT+01:00 2025,3021300,50 min,
Belonging Architecture ,Work,1.74812E+12,Sat May 24 23:13:00 GMT+02:00 2025,1.74813E+12,Sun May 25 01:07:05 GMT+01:00 2025,6792637,1 h 53 min,
Finance & Paperwork,Connect,1.74813E+12,Sun May 25 00:36:00 GMT+02:00 2025,1.74813E+12,Sun May 25 00:50:50 GMT+01:00 2025,837471,13 min,
Sleep,Sleep,1.74813E+12,Sun May 25 00:41:00 GMT+02:00 2025,1.74815E+12,Sun May 25 06:51:00 GMT+02:00 2025,22149106,6 h 9 min,
Friends & Family,Relax & Wonder,1.74815E+12,Sun May 25 06:51:00 GMT+02:00 2025,1.74815E+12,Sun May 25 07:35:12 GMT+01:00 2025,2650120,44 min,
Play music,Screen Relaxation,1.74815E+12,Sun May 25 07:33:00 GMT+02:00 2025,1.74815E+12,Sun May 25 08:19:22 GMT+01:00 2025,2771536,46 min,
Social Dating Chances,Relax & Wonder,1.74816E+12,Sun May 25 08:46:00 GMT+02:00 2025,1.74816E+12,Sun May 25 10:20:37 GMT+01:00 2025,5665842,1 h 34 min,
Hobbies,Connect,1.74816E+12,Sun May 25 09:11:00 GMT+02:00 2025,1.74816E+12,Sun May 25 10:39:14 GMT+01:00 2025,5282990,1 h 28 min,
Friends & Family,Screen Relaxation,1.74816E+12,Sun May 25 10:21:00 GMT+02:00 2025,1.74816E+12,Sun May 25 10:53:20 GMT+01:00 2025,1929804,32 min,
Friends & Family,Responsibilities ,1.74816E+12,Sun May 25 11:05:00 GMT+02:00 2025,1.74817E+12,Sun May 25 11:56:57 GMT+01:00 2025,3103264,51 min,
w_Start-up,Connect,1.74816E+12,Sun May 25 11:12:00 GMT+02:00 2025,1.74817E+12,Sun May 25 11:34:28 GMT+01:00 2025,1302614,21 min,
Joy Architecture,Active,1.74817E+12,Sun May 25 12:41:00 GMT+02:00 2025,1.74817E+12,Sun May 25 12:42:45 GMT+01:00 2025,60000,1 min,
Nature,Emotional Work,1.74817E+12,Sun May 25 12:51:00 GMT+02:00 2025,1.74817E+12,Sun May 25 13:56:08 GMT+01:00 2025,3905323,1 h 5 min,
Sailing,Emotional Avoidance,1.74817E+12,Sun May 25 13:03:00 GMT+02:00 2025,1.74818E+12,Sun May 25 16:00:47 GMT+01:00 2025,10664939,2 h 57 min,
AWS AI,Relax & Wonder,1.74817E+12,Sun May 25 13:13:00 GMT+02:00 2025,1.74817E+12,Sun May 25 13:14:03 GMT+01:00 2025,60000,1 min,
Sleep,Sleep,1.74817E+12,Sun May 25 13:22:00 GMT+02:00 2025,1.74817E+12,Sun May 25 13:54:00 GMT+02:00 2025,1920000,32 min,
Coding,Work,1.74817E+12,Sun May 25 13:54:00 GMT+02:00 2025,1.74817E+12,Sun May 25 13:55:46 GMT+01:00 2025,60000,1 min,
Shop/Book/Plan,Work,1.74818E+12,Sun May 25 16:04:00 GMT+02:00 2025,1.74818E+12,Sun May 25 16:05:46 GMT+01:00 2025,60000,1 min,
Daily Planning,Responsibilities ,1.74818E+12,Sun May 25 16:30:00 GMT+02:00 2025,1.74819E+12,Sun May 25 18:07:26 GMT+01:00 2025,5836497,1 h 37 min,
Work-Tech Play,Screen Relaxation,1.74818E+12,Sun May 25 16:40:00 GMT+02:00 2025,1.74819E+12,Sun May 25 17:58:24 GMT+01:00 2025,4694699,1 h 18 min,
Belonging Architecture ,Work,1.74818E+12,Sun May 25 16:43:00 GMT+02:00 2025,1.74819E+12,Sun May 25 17:19:34 GMT+01:00 2025,2184442,36 min,
Tech News,Active,1.74818E+12,Sun May 25 16:45:00 GMT+02:00 2025,1.74818E+12,Sun May 25 16:46:33 GMT+01:00 2025,60000,1 min,
Nature,Relax & Wonder,1.74819E+12,Sun May 25 17:15:00 GMT+02:00 2025,1.74819E+12,Sun May 25 18:09:15 GMT+01:00 2025,3222063,53 min,
Joy Architecture,Connect,1.74819E+12,Sun May 25 17:34:00 GMT+02:00 2025,1.74819E+12,Sun May 25 17:35:33 GMT+01:00 2025,60000,1 min,
Work Training,Active,1.74819E+12,Sun May 25 18:24:00 GMT+02:00 2025,1.74819E+12,Sun May 25 19:21:42 GMT+01:00 2025,3433172,57 min,
Snooze,Responsibilities ,1.74819E+12,Sun May 25 18:36:00 GMT+02:00 2025,1.7482E+12,Sun May 25 20:23:53 GMT+01:00 2025,6444116,1 h 47 min,
Tech News,Active,1.74819E+12,Sun May 25 18:44:00 GMT+02:00 2025,1.74819E+12,Sun May 25 18:45:29 GMT+01:00 2025,60000,1 min,
Work-Tech Play,Connect,1.74819E+12,Sun May 25 19:38:00 GMT+02:00 2025,1.74819E+12,Sun May 25 19:39:29 GMT+01:00 2025,60000,1 min,
Joy Architecture,Emotional Work,1.7482E+12,Sun May 25 21:00:00 GMT+02:00 2025,1.74821E+12,Sun May 25 23:36:41 GMT+01:00 2025,9371590,2 h 36 min,
Health,Responsibilities ,1.7482E+12,Sun May 25 21:45:00 GMT+02:00 2025,1.7482E+12,Sun May 25 21:50:39 GMT+01:00 2025,310208,5 min,
Sleep,Sleep,1.74821E+12,Sun May 25 22:37:00 GMT+02:00 2025,1.74824E+12,Mon May 26 08:30:00 GMT+02:00 2025,35580000,9 h 53 min,
Social,Emotional Work,1.74824E+12,Mon May 26 08:30:00 GMT+02:00 2025,1.74825E+12,Mon May 26 10:36:17 GMT+01:00 2025,7537601,2 h 5 min,
Tech News,Emotional Avoidance,1.74824E+12,Mon May 26 08:38:00 GMT+02:00 2025,1.74824E+12,Mon May 26 09:15:31 GMT+01:00 2025,2203217,36 min,
Social,Emotional Work,1.74824E+12,Mon May 26 08:46:00 GMT+02:00 2025,1.74824E+12,Mon May 26 09:22:42 GMT+01:00 2025,2170311,36 min,
Belonging Architecture ,Emotional Avoidance,1.74824E+12,Mon May 26 09:07:00 GMT+02:00 2025,1.74825E+12,Mon May 26 10:25:05 GMT+01:00 2025,4653045,1 h 17 min,
Screen-free Meals/Breaks,Emotional Avoidance,1.74824E+12,Mon May 26 09:29:00 GMT+02:00 2025,1.74824E+12,Mon May 26 09:30:22 GMT+01:00 2025,60000,1 min,
Work Distractions,Emotional Work,1.74825E+12,Mon May 26 09:44:00 GMT+02:00 2025,1.74825E+12,Mon May 26 10:40:50 GMT+01:00 2025,3387975,56 min,
Work Architecture ,Responsibilities ,1.74825E+12,Mon May 26 10:00:00 GMT+02:00 2025,1.74825E+12,Mon May 26 10:21:24 GMT+01:00 2025,1262458,21 min,
Arts & Culture,Screen Relaxation,1.74825E+12,Mon May 26 11:02:00 GMT+02:00 2025,1.74825E+12,Mon May 26 11:03:22 GMT+01:00 2025,60000,1 min,
Wonder,Connect,1.74825E+12,Mon May 26 11:18:00 GMT+02:00 2025,1.74826E+12,Mon May 26 12:28:55 GMT+01:00 2025,4235661,1 h 10 min,
Wellness ,Active,1.74825E+12,Mon May 26 11:28:00 GMT+02:00 2025,1.74825E+12,Mon May 26 11:57:30 GMT+01:00 2025,1751181,29 min,
Dancing,Active,1.74825E+12,Mon May 26 11:40:00 GMT+02:00 2025,1.74825E+12,Mon May 26 12:16:50 GMT+01:00 2025,2190699,36 min,
Hobbies,Connect,1.74825E+12,Mon May 26 11:46:00 GMT+02:00 2025,1.74825E+12,Mon May 26 11:47:17 GMT+01:00 2025,60000,1 min,
Tech News,Relax & Wonder,1.74825E+12,Mon May 26 12:03:00 GMT+02:00 2025,1.74826E+12,Mon May 26 14:40:18 GMT+01:00 2025,9421060,2 h 37 min,
AWS ML Associate,Relax & Wonder,1.74826E+12,Mon May 26 13:14:00 GMT+02:00 2025,1.74826E+12,Mon May 26 15:02:03 GMT+01:00 2025,6465578,1 h 47 min,
Arts & Culture,Emotional Avoidance,1.74826E+12,Mon May 26 14:04:00 GMT+02:00 2025,1.74827E+12,Mon May 26 15:58:42 GMT+01:00 2025,6827180,1 h 53 min,
Distracting Media,Emotional Avoidance,1.74826E+12,Mon May 26 14:29:00 GMT+02:00 2025,1.74826E+12,Mon May 26 14:56:11 GMT+01:00 2025,1576930,26 min,
Wellness ,Responsibilities ,1.74827E+12,Mon May 26 15:15:00 GMT+02:00 2025,1.74827E+12,Mon May 26 15:16:54 GMT+01:00 2025,60000,1 min,
Tech Config,Work,1.74827E+12,Mon May 26 15:27:00 GMT+02:00 2025,1.74828E+12,Mon May 26 18:29:50 GMT+01:00 2025,10916061,3 h 1 min,
Sleep,Sleep,1.74827E+12,Mon May 26 15:57:00 GMT+02:00 2025,1.74827E+12,Mon May 26 16:24:00 GMT+02:00 2025,1620000,27 min,
Private Impact,Emotional Work,1.74827E+12,Mon May 26 16:24:00 GMT+02:00 2025,1.74827E+12,Mon May 26 17:08:02 GMT+01:00 2025,2587392,43 min,
Public Speaking,Emotional Avoidance,1.74827E+12,Mon May 26 16:28:00 GMT+02:00 2025,1.74827E+12,Mon May 26 16:29:54 GMT+01:00 2025,60000,1 min,
Shop/Book/Plan,Active,1.74828E+12,Mon May 26 18:48:00 GMT+02:00 2025,1.74828E+12,Mon May 26 20:04:14 GMT+01:00 2025,4563675,1 h 16 min,
Arts & Culture,Responsibilities ,1.74828E+12,Mon May 26 19:12:00 GMT+02:00 2025,1.74829E+12,Mon May 26 21:19:57 GMT+01:00 2025,7666512,2 h 7 min,
Work Training,Emotional Work,1.74828E+12,Mon May 26 19:58:00 GMT+02:00 2025,1.74829E+12,Mon May 26 20:43:55 GMT+01:00 2025,2744730,45 min,
Work Architecture ,Responsibilities ,1.74828E+12,Mon May 26 20:08:00 GMT+02:00 2025,1.74829E+12,Mon May 26 22:23:38 GMT+01:00 2025,8127416,2 h 15 min,
Home,Emotional Work,1.74829E+12,Mon May 26 21:00:00 GMT+02:00 2025,1.74829E+12,Mon May 26 23:02:09 GMT+01:00 2025,7318643,2 h 1 min,
AWS ML Associate,Emotional Work,1.74829E+12,Mon May 26 21:13:00 GMT+02:00 2025,1.74829E+12,Mon May 26 21:14:12 GMT+01:00 2025,60000,1 min,
Social Dating Chances,Connect,1.74829E+12,Mon May 26 21:19:00 GMT+02:00 2025,1.74829E+12,Mon May 26 21:20:12 GMT+01:00 2025,60000,1 min,
Sleep,Sleep,1.74829E+12,Mon May 26 22:05:00 GMT+02:00 2025,1.74832E+12,Tue May 27 07:03:00 GMT+02:00 2025,32280000,8 h 58 min,
Life Architecture,Emotional Avoidance,1.74832E+12,Tue May 27 07:03:00 GMT+02:00 2025,1.74833E+12,Tue May 27 08:56:54 GMT+01:00 2025,6799809,1 h 53 min,
Friends & Family,Screen Relaxation,1.74832E+12,Tue May 27 07:26:00 GMT+02:00 2025,1.74832E+12,Tue May 27 07:27:17 GMT+01:00 2025,60000,1 min,
Friends & Family,Responsibilities ,1.74833E+12,Tue May 27 07:53:00 GMT+02:00 2025,1.74833E+12,Tue May 27 08:30:19 GMT+01:00 2025,2222000,37 min,
Play music,Screen Relaxation,1.74833E+12,Tue May 27 08:21:00 GMT+02:00 2025,1.74833E+12,Tue May 27 08:22:17 GMT+01:00 2025,60000,1 min,
Home,Responsibilities ,1.74834E+12,Tue May 27 11:15:00 GMT+02:00 2025,1.74834E+12,Tue May 27 11:29:38 GMT+01:00 2025,869332,14 min,
Distracting Media,Connect,1.74834E+12,Tue May 27 11:42:00 GMT+02:00 2025,1.74834E+12,Tue May 27 12:08:53 GMT+01:00 2025,1604325,26 min,
Health,Active,1.74834E+12,Tue May 27 13:03:00 GMT+02:00 2025,1.74835E+12,Tue May 27 13:25:50 GMT+01:00 2025,1358584,22 min,
Screen-free Meals/Breaks,Screen Relaxation,1.74834E+12,Tue May 27 13:09:00 GMT+02:00 2025,1.74834E+12,Tue May 27 13:18:38 GMT+01:00 2025,556255,9 min,
Needed Tech Config,Active,1.74834E+12,Tue May 27 13:14:00 GMT+02:00 2025,1.74834E+12,Tue May 27 13:15:22 GMT+01:00 2025,60000,1 min,
Private Impact,Relax & Wonder,1.74834E+12,Tue May 27 13:19:00 GMT+02:00 2025,1.74836E+12,Tue May 27 16:44:39 GMT+01:00 2025,12317922,3 h 25 min,
Sleep,Sleep,1.74835E+12,Tue May 27 13:38:00 GMT+02:00 2025,1.74835E+12,Tue May 27 14:03:00 GMT+02:00 2025,1526675,25 min,
Nature,Emotional Avoidance,1.74835E+12,Tue May 27 14:03:00 GMT+02:00 2025,1.74836E+12,Tue May 27 16:59:51 GMT+01:00 2025,10562673,2 h 56 min,
Health,Emotional Avoidance,1.74835E+12,Tue May 27 14:38:00 GMT+02:00 2025,1.74835E+12,Tue May 27 14:39:04 GMT+01:00 2025,60000,1 min,
Dancing,Work,1.74836E+12,Tue May 27 18:20:00 GMT+02:00 2025,1.74837E+12,Tue May 27 20:56:50 GMT+01:00 2025,9382668,2 h 36 min,
Belonging Architecture ,Connect,1.74836E+12,Tue May 27 18:40:00 GMT+02:00 2025,1.74837E+12,Tue May 27 19:00:46 GMT+01:00 2025,1188120,19 min,
AWS ML Associate,Active,1.74837E+12,Tue May 27 19:03:00 GMT+02:00 2025,1.74837E+12,Tue May 27 20:00:12 GMT+01:00 2025,3374288,56 min,
Work Training,Emotional Work,1.74837E+12,Tue May 27 20:07:00 GMT+02:00 2025,1.74837E+12,Tue May 27 20:50:16 GMT+01:00 2025,2578392,42 min,
Snooze,Responsibilities ,1.74837E+12,Tue May 27 20:21:00 GMT+02:00 2025,1.74837E+12,Tue May 27 20:23:23 GMT+01:00 2025,111757,1 min,
Social,Emotional Avoidance,1.74837E+12,Tue May 27 20:47:00 GMT+02:00 2025,1.74838E+12,Tue May 27 22:42:45 GMT+01:00 2025,6908632,1 h 55 min,
Social,Screen Relaxation,1.74837E+12,Tue May 27 21:01:00 GMT+02:00 2025,1.74838E+12,Tue May 27 21:57:37 GMT+01:00 2025,3360638,56 min,
Screen-free Meals/Breaks,Responsibilities ,1.74837E+12,Tue May 27 21:30:00 GMT+02:00 2025,1.74838E+12,Tue May 27 21:45:06 GMT+01:00 2025,869342,14 min,
Sleep,Sleep,1.74838E+12,Tue May 27 22:30:00 GMT+02:00 2025,1.7484E+12,Wed May 28 05:26:00 GMT+02:00 2025,24940001,6 h 55 min,
Hobbies,Responsibilities ,1.7484E+12,Wed May 28 05:26:00 GMT+02:00 2025,1.7484E+12,Wed May 28 05:27:33 GMT+01:00 2025,60000,1 min,
Walk/Bike/Pack/Look,Work,1.7484E+12,Wed May 28 05:41:00 GMT+02:00 2025,1.7484E+12,Wed May 28 05:42:33 GMT+01:00 2025,60000,1 min,
Dating ,Active,1.7484E+12,Wed May 28 05:56:00 GMT+02:00 2025,1.7484E+12,Wed May 28 05:57:33 GMT+01:00 2025,60000,1 min,
Meditate Affir Bodyscan,Emotional Avoidance,1.74841E+12,Wed May 28 06:15:00 GMT+02:00 2025,1.74841E+12,Wed May 28 07:03:44 GMT+01:00 2025,2890601,48 min,
Sailing,Responsibilities ,1.74841E+12,Wed May 28 07:12:00 GMT+02:00 2025,1.74841E+12,Wed May 28 07:13:33 GMT+01:00 2025,60000,1 min,
Social Dating Chances,Emotional Avoidance,1.74841E+12,Wed May 28 07:27:00 GMT+02:00 2025,1.74841E+12,Wed May 28 07:56:35 GMT+01:00 2025,1741865,29 min,
Friends & Family,Emotional Work,1.74841E+12,Wed May 28 07:57:00 GMT+02:00 2025,1.74842E+12,Wed May 28 10:19:19 GMT+01:00 2025,8505911,2 h 21 min,
Cooking,Work,1.74841E+12,Wed May 28 08:27:00 GMT+02:00 2025,1.74842E+12,Wed May 28 10:37:33 GMT+01:00 2025,7799583,2 h 9 min,
Tech Config,Emotional Work,1.74842E+12,Wed May 28 08:55:00 GMT+02:00 2025,1.74842E+12,Wed May 28 09:40:21 GMT+01:00 2025,2706576,45 min,
Private Impact,Emotional Avoidance,1.74842E+12,Wed May 28 09:10:00 GMT+02:00 2025,1.74842E+12,Wed May 28 09:51:34 GMT+01:00 2025,2479926,41 min,
Finance & Paperwork,Relax & Wonder,1.74842E+12,Wed May 28 09:14:00 GMT+02:00 2025,1.74843E+12,Wed May 28 12:11:08 GMT+01:00 2025,10614003,2 h 56 min,
Social,Screen Relaxation,1.74842E+12,Wed May 28 09:24:00 GMT+02:00 2025,1.74842E+12,Wed May 28 10:47:28 GMT+01:00 2025,4993564,1 h 23 min,
Daily Planning,Emotional Avoidance,1.74842E+12,Wed May 28 10:54:00 GMT+02:00 2025,1.74842E+12,Wed May 28 11:18:58 GMT+01:00 2025,1484456,24 min,
Screen-free Meals/Breaks,Active,1.74842E+12,Wed May 28 11:31:00 GMT+02:00 2025,1.74842E+12,Wed May 28 11:32:38 GMT+01:00 2025,60000,1 min,
Work Distractions,Responsibilities ,1.74843E+12,Wed May 28 11:51:00 GMT+02:00 2025,1.74843E+12,Wed May 28 13:06:07 GMT+01:00 2025,4468858,1 h 14 min,
Nature,Responsibilities ,1.74843E+12,Wed May 28 12:28:00 GMT+02:00 2025,1.74843E+12,Wed May 28 14:13:07 GMT+01:00 2025,6269601,1 h 44 min,
AWS AI,Emotional Work,1.74843E+12,Wed May 28 13:30:00 GMT+02:00 2025,1.74843E+12,Wed May 28 13:34:45 GMT+01:00 2025,227948,3 min,
Belonging Architecture ,Screen Relaxation,1.74843E+12,Wed May 28 14:18:00 GMT+02:00 2025,1.74844E+12,Wed May 28 15:26:21 GMT+01:00 2025,4044279,1 h 7 min,
Walk/Bike/Pack/Look,Work,1.74843E+12,Wed May 28 14:22:00 GMT+02:00 2025,1.74844E+12,Wed May 28 14:44:31 GMT+01:00 2025,1336547,22 min,
Work Distractions,Relax & Wonder,1.74844E+12,Wed May 28 15:05:00 GMT+02:00 2025,1.74844E+12,Wed May 28 15:39:59 GMT+01:00 2025,2079013,34 min,
Meditate Affir Bodyscan,Connect,1.74844E+12,Wed May 28 15:15:00 GMT+02:00 2025,1.74844E+12,Wed May 28 15:16:20 GMT+01:00 2025,60000,1 min,
AWS AI,Screen Relaxation,1.74844E+12,Wed May 28 15:21:00 GMT+02:00 2025,1.74844E+12,Wed May 28 15:53:23 GMT+01:00 2025,1922907,32 min,
Daily Planning,Responsibilities ,1.74844E+12,Wed May 28 15:33:00 GMT+02:00 2025,1.74845E+12,Wed May 28 17:27:43 GMT+01:00 2025,6848740,1 h 54 min,
Meditate Affir Bodyscan,Active,1.74844E+12,Wed May 28 15:38:00 GMT+02:00 2025,1.74844E+12,Wed May 28 15:42:23 GMT+01:00 2025,228978,3 min,
Sailing,Screen Relaxation,1.74844E+12,Wed May 28 16:00:00 GMT+02:00 2025,1.74844E+12,Wed May 28 16:51:32 GMT+01:00 2025,3057267,50 min,
Process Emotions,Emotional Work,1.74844E+12,Wed May 28 16:05:00 GMT+02:00 2025,1.74844E+12,Wed May 28 16:06:27 GMT+01:00 2025,60000,1 min,
Dating ,Emotional Work,1.74844E+12,Wed May 28 16:46:00 GMT+02:00 2025,1.74845E+12,Wed May 28 17:58:13 GMT+01:00 2025,4330607,1 h 12 min,
w_Start-up,Connect,1.74845E+12,Wed May 28 17:28:00 GMT+02:00 2025,1.74845E+12,Wed May 28 18:00:27 GMT+01:00 2025,1944652,32 min,
Health,Active,1.74846E+12,Wed May 28 20:23:00 GMT+02:00 2025,1.74846E+12,Wed May 28 20:24:31 GMT+01:00 2025,60000,1 min,
Positive Reframing,Work,1.74846E+12,Wed May 28 21:05:00 GMT+02:00 2025,1.74847E+12,Wed May 28 23:24:42 GMT+01:00 2025,8350627,2 h 19 min,
Joy Architecture,Screen Relaxation,1.74846E+12,Wed May 28 21:20:00 GMT+02:00 2025,1.74847E+12,Wed May 28 23:11:53 GMT+01:00 2025,6681517,1 h 51 min,
Work Training,Active,1.74846E+12,Wed May 28 21:28:00 GMT+02:00 2025,1.74846E+12,Wed May 28 21:34:20 GMT+01:00 2025,338547,5 min,
Sleep,Sleep,1.74847E+12,Wed May 28 22:58:00 GMT+02:00 2025,1.74849E+12,Thu May 29 06:59:00 GMT+02:00 2025,28860000,8 h 1 min,
Belonging Architecture ,Work,1.74849E+12,Thu May 29 06:59:00 GMT+02:00 2025,1.7485E+12,Thu May 29 08:21:20 GMT+01:00 2025,4898584,1 h 21 min,
Cooking,Active,1.7485E+12,Thu May 29 07:16:00 GMT+02:00 2025,1.7485E+12,Thu May 29 08:40:46 GMT+01:00 2025,5062442,1 h 24 min,
Positive Reframing,Active,1.7485E+12,Thu May 29 07:53:00 GMT+02:00 2025,1.7485E+12,Thu May 29 09:25:03 GMT+01:00 2025,5496197,1 h 31 min,
Work Distractions,Emotional Avoidance,1.7485E+12,Thu May 29 08:09:00 GMT+02:00 2025,1.7485E+12,Thu May 29 08:10:27 GMT+01:00 2025,60000,1 min,
